rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,odometer_range
39000,2016,jeep,wrangler unlimited rubicon,excellent,6,gas,automatic,4wd,SUV,co,0-20k
4000,2006,others,lucerne cxs,good,8,gas,automatic,4wd,sedan,mn,100k-150k
8000,2004,ram,1500 laramie,good,5,gas,automatic,4wd,sedan,il,150k-200k
32000,2017,chevrolet,silverado 1500,good,6,gas,automatic,4wd,truck,or,50k-100k
13000,2015,others,lacrosse,good,6,gas,automatic,fwd,sedan,il,50k-100k
19000,2020,kia,soul s wagon 4d,good,5,other,other,4wd,wagon,ma,20k-50k
6000,2005,chevrolet,monte carlo,excellent,6,gas,automatic,4wd,sedan,wi,50k-100k
11000,2014,subaru,outback,good,4,gas,automatic,4wd,wagon,fl,100k-150k
28000,2017,ford,explorer,good,6,gas,automatic,fwd,SUV,nv,20k-50k
20000,2018,volkswagen,passat 2.0t se sedan,good,5,gas,other,fwd,sedan,pa,20k-50k
11000,2006,chevrolet,suburban z71,excellent,8,gas,automatic,4wd,SUV,or,150k-200k
7000,2005,toyota,4runner,good,6,gas,automatic,rwd,SUV,ca,200k-300k
17000,2015,honda,accord lx sedan 4d,good,5,gas,other,fwd,sedan,la,50k-100k
6000,2007,lexus,es 350,excellent,6,gas,automatic,4wd,sedan,fl,150k-200k
12000,2005,toyota,4-runner,good,5,gas,automatic,4wd,wagon,nc,150k-200k
18000,2019,ram,2500 laramie,good,6,gas,automatic,4wd,sedan,nm,0-20k
22000,2018,others,mazda3,good,5,gas,automatic,fwd,sedan,ca,0-20k
13000,2015,audi,a3 quattro premium plus,excellent,4,gas,automatic,4wd,sedan,vt,50k-100k
19000,2017,gmc,terrain sle-1,good,4,gas,automatic,4wd,SUV,wi,20k-50k
18000,2016,ford,escape se,good,5,gas,automatic,4wd,sedan,ny,50k-100k
42000,2013,ram,2500 mega cab,like new,6,diesel,automatic,4wd,sedan,ks,100k-150k
21000,2004,ford,excursion,excellent,8,diesel,automatic,4wd,SUV,tx,150k-200k
10000,2006,jeep,wrangler sport,good,5,gas,manual,4wd,sedan,va,100k-150k
12000,2012,ford,e-series van e-150,excellent,8,gas,automatic,4wd,van,ma,100k-150k
5000,2012,ford,fusion se,excellent,4,gas,automatic,fwd,sedan,oh,150k-200k
35000,2019,dodge,challenger r/t coupe 2d,good,8,gas,other,rwd,coupe,ok,0-20k
18000,2005,ford,e-350,fair,8,gas,automatic,rwd,van,ca,0-20k
10000,1994,chevrolet,silverado,good,8,diesel,manual,4wd,truck,tn,200k-300k
11000,2012,subaru,outback,good,5,gas,automatic,4wd,sedan,co,100k-150k
6000,2006,ford,f-150,good,8,gas,automatic,4wd,pickup,ny,150k-200k
45000,2017,ford,super duty f-250,good,8,diesel,automatic,4wd,truck,wv,100k-150k
22000,2018,others,cooper s countryman,like new,5,gas,automatic,4wd,sedan,ca,20k-50k
6000,2004,chevrolet,suburban,fair,8,gas,automatic,rwd,SUV,ca,150k-200k
4000,2004,others,ls,excellent,6,gas,automatic,rwd,sedan,ct,100k-150k
27000,2014,ford,f-150 xl supercrew 6.5-ft. bed 4wd,good,5,gas,automatic,4wd,pickup,al,100k-150k
34000,2015,chevrolet,tahoe ls,good,8,gas,automatic,4wd,SUV,nj,50k-100k
8000,2010,dodge,charger,good,5,gas,automatic,4wd,sedan,ks,50k-100k
18000,2010,jeep,wrangler,good,6,gas,other,4wd,SUV,ks,50k-100k
7000,2012,nissan,leaf,excellent,5,electric,automatic,fwd,hatchback,ks,50k-100k
17000,2014,mercedes-benz,benz gl450,excellent,8,gas,automatic,rwd,sedan,ms,100k-150k
13000,2014,chevrolet,cruze,excellent,4,gas,automatic,fwd,sedan,ca,50k-100k
25000,2015,chevrolet,silverado 2500hd,good,5,gas,automatic,4wd,sedan,il,200k-300k
18000,2004,gmc,f-150,fair,8,gas,automatic,rwd,truck,ny,100k-150k
4000,2008,nissan,altima,good,4,gas,automatic,fwd,coupe,ca,150k-200k
11000,2004,nissan,titan,good,5,gas,automatic,4wd,sedan,nm,100k-150k
18000,2019,ford,f-250sd lariat,good,5,diesel,automatic,4wd,sedan,ca,0-20k
24000,2017,ford,f-150,good,5,other,automatic,fwd,pickup,tx,100k-150k
3000,2001,others,continental,excellent,8,gas,automatic,fwd,sedan,sc,150k-200k
20000,2009,dodge,challenger srt8,excellent,8,gas,manual,rwd,coupe,nm,100k-150k
29000,2019,ford,transit cargo 250,good,6,gas,automatic,rwd,other,ca,20k-50k
5000,2007,chevrolet,impala lt,excellent,6,gas,automatic,fwd,sedan,mi,150k-200k
32000,2017,others,qx60 3.5 sport utility,good,5,other,other,4wd,SUV,sc,20k-50k
16000,2015,bmw,i3 hatchback 4d,good,5,other,other,rwd,hatchback,pa,20k-50k
18000,2018,mercedes-benz,e-class,good,4,gas,automatic,rwd,sedan,al,20k-50k
5000,2013,dodge,avenger,good,4,gas,automatic,fwd,sedan,ca,100k-150k
10000,2012,gmc,terrain,good,5,gas,automatic,4wd,SUV,vt,50k-100k
40000,2005,ram,f-150,good,5,diesel,manual,4wd,pickup,or,50k-100k
18000,1994,ford,mustang gt,good,0,gas,other,rwd,convertible,oh,50k-100k
52000,2017,ford,f-250 super duty xlt lifted crew,good,8,other,automatic,4wd,pickup,az,50k-100k
18000,2006,hyundai,elantra,good,4,gas,manual,fwd,sedan,va,300k-400k
4000,1985,dodge,ramcharger,good,8,gas,automatic,4wd,SUV,mn,20k-50k
8000,2006,toyota,highlander hybrid,excellent,6,hybrid,automatic,4wd,SUV,ia,150k-200k
5000,2010,honda,accord,good,5,gas,automatic,4wd,sedan,fl,150k-200k
6000,2013,chevrolet,cruze ls,good,4,gas,automatic,fwd,sedan,wi,50k-100k
6000,2005,toyota,prius,excellent,5,hybrid,automatic,fwd,hatchback,co,100k-150k
7000,2014,hyundai,santa fe sport,excellent,4,gas,automatic,fwd,SUV,va,150k-200k
18000,2021,gmc,sierra 2500hd at4,good,8,diesel,automatic,4wd,pickup,nc,0-20k
18000,2010,ford,crown vic,fair,8,gas,automatic,rwd,sedan,ma,50k-100k
50000,2014,chevrolet,corvette,like new,8,gas,automatic,rwd,hatchback,fl,20k-50k
9000,2014,ford,transit connect cargo xlt,good,4,gas,automatic,4wd,mini-van,il,100k-150k
18000,2014,hyundai,veloster,good,5,gas,automatic,4wd,hatchback,me,50k-100k
10000,2011,others,mks,good,5,gas,automatic,4wd,sedan,mi,100k-150k
8000,2014,volkswagen,routan se,good,6,gas,automatic,fwd,mini-van,md,100k-150k
8000,2010,nissan,murano,excellent,6,gas,automatic,4wd,SUV,ia,150k-200k
25000,2017,others,continental reserve,good,6,gas,automatic,4wd,sedan,co,50k-100k
7000,2008,others,c30 rebel blue polestar,good,5,gas,automatic,fwd,coupe,me,100k-150k
20000,2015,ford,f-250 super duty,like new,8,gas,automatic,4wd,pickup,la,150k-200k
14000,2017,chevrolet,cruze,excellent,5,gas,automatic,fwd,hatchback,tn,50k-100k
26000,2014,chevrolet,silverado 1500 regular,good,8,other,automatic,4wd,pickup,ky,50k-100k
18000,2013,gmc,sierra 2500hd,good,5,other,automatic,4wd,sedan,mt,100k-150k
12000,2009,chevrolet,tahoe,good,8,gas,automatic,4wd,SUV,ma,500k+
6000,2002,bmw,325ci convertible,excellent,6,gas,other,rwd,convertible,ca,200k-300k
6000,2001,ford,f-150,excellent,6,gas,automatic,rwd,pickup,va,200k-300k
23000,2010,dodge,challenger,like new,8,gas,manual,4wd,sedan,ny,50k-100k
18000,2018,volkswagen,jetta,good,4,gas,automatic,fwd,sedan,hi,0-20k
18000,2016,chrysler,town & country,good,6,other,automatic,fwd,mini-van,il,0-20k
27000,2016,ford,super duty f-250,good,8,gas,automatic,rwd,truck,tn,100k-150k
24000,2018,nissan,rogue,good,5,gas,automatic,4wd,SUV,fl,20k-50k
18000,2013,bmw,3 series,good,5,gas,automatic,4wd,sedan,ca,50k-100k
20000,2018,hyundai,elantra gt sport,good,5,gas,other,fwd,hatchback,ga,0-20k
19000,2018,others,hardtop 4 door,good,4,gas,automatic,fwd,hatchback,nv,20k-50k
18000,2016,ford,freightliner m2,good,5,diesel,automatic,4wd,sedan,ca,100k-150k
18000,2003,ford,explorer xlt,good,5,gas,automatic,4wd,SUV,ga,150k-200k
15000,2017,kia,sportage,good,5,gas,automatic,4wd,other,nj,50k-100k
6000,2007,subaru,outback,like new,4,gas,automatic,4wd,wagon,ca,150k-200k
28000,2015,chevrolet,suburban 1500 lt,excellent,8,gas,automatic,4wd,SUV,wi,100k-150k
18000,2000,ford,f-250 super duty,good,8,diesel,manual,4wd,truck,ny,300k-400k
4000,2000,ford,ranger xlt,good,6,gas,automatic,4wd,pickup,mo,100k-150k
28000,2010,ford,2010 Peterbilt 386,excellent,0,diesel,automatic,4wd,truck,tx,500k+
33000,2017,ford,explorer,new,6,gas,automatic,fwd,SUV,ky,100k-150k
12000,2011,bmw,128i convertible,excellent,6,gas,automatic,rwd,convertible,fl,50k-100k
3000,2007,chevrolet,impala,good,5,gas,automatic,4wd,sedan,fl,150k-200k
34000,2015,toyota,4runner limited sport,good,6,gas,other,4wd,other,ga,50k-100k
10000,2002,chevrolet,astro awd,excellent,6,gas,automatic,4wd,van,va,50k-100k
20000,2019,nissan,altima 2.5 sr sedan,good,5,gas,automatic,4wd,sedan,fl,20k-50k
6000,2008,ford,expedition,good,5,gas,automatic,4wd,sedan,tx,150k-200k
5000,2006,mercedes-benz,c280,good,6,gas,automatic,4wd,sedan,co,150k-200k
6000,2009,ford,SUZUKI SX4,good,5,gas,automatic,4wd,hatchback,pa,100k-150k
30000,2018,dodge,challenger gt coupe,like new,6,gas,automatic,4wd,coupe,co,0-20k
10000,2012,honda,cr-v,good,4,gas,automatic,4wd,SUV,nc,150k-200k
23000,2013,ford,f350,good,8,diesel,automatic,4wd,sedan,oh,150k-200k
18000,2020,mercedes-benz,c-class c 300,good,5,gas,automatic,4wd,sedan,il,0-20k
7000,2003,ford,ranger edge 4x4,good,6,gas,automatic,4wd,pickup,al,200k-300k
3000,2004,chevrolet,blazer,good,6,gas,automatic,4wd,SUV,al,100k-150k
21000,2019,jeep,compass trailblazer,like new,5,gas,automatic,4wd,SUV,mi,20k-50k
17000,2018,chrysler,300 touring,excellent,8,gas,automatic,rwd,sedan,ca,20k-50k
33000,2016,lexus,rc 350,good,6,gas,automatic,4wd,coupe,co,20k-50k
18000,2019,gmc,yukon xl,excellent,8,gas,automatic,4wd,SUV,ok,50k-100k
17000,2016,ford,fusion,excellent,4,gas,automatic,4wd,sedan,tx,50k-100k
4000,2001,toyota,sequoia sr5,good,8,gas,automatic,4wd,sedan,mo,200k-300k
11000,2012,jeep,grand cherokee laredo 4x4,excellent,6,gas,automatic,4wd,SUV,ri,150k-200k
21000,2020,volkswagen,passat s sedan 4d,good,5,gas,other,fwd,sedan,il,0-20k
19000,2018,hyundai,sonata sel sedan 4d,good,5,gas,other,fwd,sedan,ct,0-20k
11000,2007,others,sky,good,5,gas,automatic,4wd,sedan,mi,50k-100k
18000,2015,bmw,4 series,good,4,gas,automatic,4wd,sedan,ga,50k-100k
4000,2008,toyota,camry,fair,4,gas,automatic,4wd,sedan,id,150k-200k
4000,2009,honda,civic,like new,4,gas,automatic,fwd,sedan,ny,150k-200k
7000,1994,toyota,4runner,excellent,5,gas,automatic,4wd,sedan,ca,100k-150k
25000,2003,ford,f-350 4x4 ex-cab w/ 9' contractor dump,good,8,other,automatic,4wd,sedan,ia,50k-100k
8000,2008,gmc,sierra 1500,excellent,8,gas,automatic,4wd,truck,tx,150k-200k
18000,2005,jeep,grand cherokee,good,8,gas,automatic,4wd,SUV,mn,150k-200k
23000,2017,nissan,pathfinder,good,6,gas,automatic,4wd,SUV,tx,50k-100k
24000,2013,lexus,gs 350 sedan 4d,good,6,gas,other,rwd,sedan,az,20k-50k
12000,2011,gmc,sierra,good,8,gas,automatic,4wd,sedan,fl,150k-200k
27000,2017,acura,tlx sh- v6 w/tech,good,6,gas,automatic,4wd,sedan,co,20k-50k
8000,2007,honda,odyssey ex-l,like new,5,gas,automatic,4wd,sedan,ca,100k-150k
18000,2003,mercedes-benz,c230 kompressor,good,4,gas,automatic,rwd,sedan,ok,150k-200k
19000,2015,honda,cr-v ex-l,like new,4,gas,automatic,4wd,SUV,vt,50k-100k
18000,2017,toyota,tacoma,good,6,other,other,4wd,sedan,or,20k-50k
18000,2004,bmw,325ci,good,6,gas,automatic,rwd,sedan,fl,200k-300k
4000,1985,toyota,pick up,good,4,gas,manual,rwd,pickup,ca,50k-100k
10000,1998,bmw,z3 convertible,good,6,gas,automatic,rwd,convertible,id,50k-100k
27000,2015,audi,allroad premium plus wagon,good,5,other,other,4wd,wagon,ks,20k-50k
5000,2005,toyota,camry,good,5,gas,automatic,4wd,sedan,ma,50k-100k
18000,2020,others,navigator l,good,5,gas,automatic,4wd,sedan,fl,100k-150k
7000,2007,honda,civic,good,5,gas,automatic,4wd,coupe,ca,100k-150k
18000,2010,chevrolet,traverse ltz awd,good,5,gas,automatic,4wd,sedan,ny,100k-150k
4000,1998,chevrolet,f-150,good,8,gas,automatic,4wd,sedan,ri,100k-150k
18000,1977,ford,f-150,fair,8,gas,automatic,rwd,pickup,nm,100k-150k
16000,2016,kia,optima,excellent,4,gas,automatic,fwd,sedan,ms,100k-150k
28000,2019,others,xc60 t5 awd,good,5,gas,automatic,4wd,sedan,il,0-20k
18000,2010,nissan,murano,good,5,gas,automatic,4wd,sedan,ok,200k-300k
18000,2001,jeep,cherokee,fair,6,gas,automatic,rwd,SUV,ca,150k-200k
8000,2012,ford,fiesta se,good,4,gas,automatic,fwd,sedan,sc,100k-150k
4000,2010,toyota,prius hybrid,good,4,gas,automatic,fwd,sedan,nc,200k-300k
29000,2013,subaru,impreza wrx sti sedan 4d,good,5,other,other,4wd,sedan,sc,50k-100k
18000,2021,ram,2500 cummins 4x4,excellent,6,diesel,automatic,4wd,pickup,mt,0-20k
3000,2011,nissan,altima,good,5,gas,automatic,fwd,sedan,wi,0-20k
7000,2011,nissan,rogue awd,excellent,4,gas,automatic,4wd,wagon,il,150k-200k
15000,2004,toyota,f-150,excellent,6,gas,automatic,4wd,sedan,fl,150k-200k
40000,2016,ram,1500,excellent,8,gas,automatic,4wd,truck,id,50k-100k
7000,2002,chevrolet,silverado 1500,good,8,gas,automatic,4wd,pickup,pa,200k-300k
16000,2019,honda,fit,like new,4,gas,automatic,4wd,hatchback,vt,0-20k
9000,2005,subaru,outback,excellent,6,gas,automatic,4wd,sedan,mi,50k-100k
18000,2017,chevrolet,equinox lt,excellent,4,gas,automatic,fwd,SUV,fl,20k-50k
31000,1972,chevrolet,corvette stingray,excellent,8,gas,manual,rwd,coupe,ma,50k-100k
10000,2013,toyota,prius,good,5,gas,automatic,fwd,hatchback,pa,50k-100k
6000,2009,others,v70,good,6,gas,automatic,fwd,wagon,fl,100k-150k
9000,2011,ford,2011 Genesis,like new,8,gas,automatic,fwd,sedan,ca,50k-100k
4000,2005,others,park avenue,good,6,gas,automatic,fwd,sedan,tn,150k-200k
13000,2008,ford,f-350,good,5,gas,automatic,4wd,other,pa,50k-100k
36000,2019,nissan,murano,good,6,gas,other,4wd,wagon,ak,0-20k
12000,2018,toyota,corolla im,good,5,gas,automatic,fwd,hatchback,fl,50k-100k
14000,1999,chevrolet,corvette,excellent,8,gas,manual,rwd,coupe,ct,150k-200k
5000,2005,others,g35,fair,6,gas,automatic,rwd,coupe,nv,100k-150k
16000,2014,others,mazda3 i grand touring,good,5,gas,manual,fwd,hatchback,ny,50k-100k
45000,2014,chevrolet,corvette stingray,good,8,gas,other,rwd,coupe,nm,20k-50k
11000,2013,hyundai,sonata,good,5,gas,automatic,4wd,sedan,id,50k-100k
18000,2015,ram,1500 laramie longhorn,good,6,diesel,automatic,4wd,sedan,wa,50k-100k
13000,2016,chevrolet,malibu lt sedan 4d,excellent,4,gas,automatic,4wd,sedan,ca,100k-150k
18000,2011,ford,any and all,good,5,gas,other,4wd,sedan,ny,0-20k
32000,2017,bmw,3 series 340i sedan 4d,good,5,gas,automatic,rwd,sedan,al,0-20k
5000,2002,others,f-150,excellent,8,gas,automatic,4wd,offroad,mn,200k-300k
28000,2015,lexus,rc 350 coupe 2d,good,6,gas,other,rwd,coupe,az,50k-100k
23000,2008,ford,f-550,good,5,diesel,automatic,fwd,other,pa,50k-100k
53000,2014,ford,f-250,good,5,diesel,automatic,4wd,sedan,ok,50k-100k
18000,2014,chevrolet,silverado 1500,excellent,8,gas,automatic,rwd,pickup,ca,150k-200k
35000,2012,ford,super duty f-350 drw,good,8,diesel,automatic,4wd,truck,in,50k-100k
14000,2016,volkswagen,touareg,good,5,gas,automatic,4wd,SUV,nj,100k-150k
3000,2013,chevrolet,sonic,good,4,gas,other,fwd,sedan,md,50k-100k
21000,2012,others,xk,excellent,8,gas,automatic,rwd,coupe,fl,50k-100k
12000,1979,chevrolet,corvette,good,5,gas,automatic,4wd,sedan,az,150k-200k
18000,2001,subaru,forester,good,4,gas,automatic,4wd,hatchback,wa,200k-300k
4000,2003,audi,a4 1.8 t avant,good,4,gas,automatic,4wd,sedan,ky,150k-200k
17000,2014,hyundai,santa fe awd 4dr limited,good,6,gas,automatic,4wd,SUV,co,50k-100k
18000,2009,ford,f-450 sd,good,10,gas,automatic,rwd,truck,nc,20k-50k
8000,2007,honda,crv ex,new,4,gas,automatic,4wd,SUV,ri,150k-200k
18000,2015,chevrolet,silverado,excellent,8,gas,automatic,4wd,truck,ny,50k-100k
35000,2020,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,ar,0-20k
7000,2012,hyundai,elantra,good,5,gas,automatic,4wd,sedan,wi,100k-150k
9000,2011,bmw,328xi,good,6,gas,automatic,4wd,sedan,fl,100k-150k
4000,2005,ford,taurus,excellent,6,gas,automatic,fwd,sedan,tx,50k-100k
11000,2014,toyota,prius v,good,4,hybrid,automatic,fwd,wagon,al,100k-150k
12000,2012,hyundai,sonata,excellent,4,gas,automatic,fwd,sedan,ca,50k-100k
3000,2008,hyundai,elantra gls,excellent,4,gas,automatic,4wd,sedan,dc,100k-150k
3000,2004,cadillac,escalade,good,5,gas,automatic,4wd,sedan,pa,200k-300k
18000,2018,ford,edge sel,good,4,gas,automatic,fwd,SUV,ca,20k-50k
13000,2010,jeep,grand cherokee,good,5,gas,automatic,4wd,SUV,or,50k-100k
47000,2016,others,sport,like new,6,gas,automatic,4wd,sedan,nv,20k-50k
28000,2013,mercedes-benz,s-class,good,5,gas,automatic,4wd,other,oh,50k-100k
8000,1991,gmc,topkick,fair,5,gas,manual,4wd,sedan,mn,100k-150k
18000,2003,ford,lightning svt,good,8,gas,automatic,rwd,sedan,me,100k-150k
6000,2006,nissan,350z,good,6,gas,automatic,rwd,sedan,ga,150k-200k
26000,2019,gmc,acadia slt-2 sport utility,good,6,gas,other,fwd,SUV,ms,50k-100k
34000,2017,ram,1500 outdoorsman 4x4,good,5,gas,automatic,4wd,truck,wa,20k-50k
23000,2018,chevrolet,equinox,good,5,gas,automatic,4wd,sedan,mi,50k-100k
18000,2008,ford,f-150,excellent,5,gas,automatic,4wd,pickup,wi,150k-200k
27000,2014,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,sc,100k-150k
10000,2004,ford,excursion,good,8,diesel,automatic,rwd,sedan,tx,200k-300k
19000,2017,subaru,legacy,good,5,gas,automatic,4wd,sedan,ia,20k-50k
14000,2001,ford,DT4700,like new,8,diesel,manual,rwd,other,ny,200k-300k
27000,2018,kia,stinger,good,5,gas,automatic,4wd,hatchback,hi,0-20k
8000,2010,nissan,altima hybrid,excellent,4,hybrid,automatic,fwd,sedan,ca,100k-150k
45000,2020,jeep,gladiator,good,5,gas,automatic,4wd,pickup,ok,0-20k
18000,2017,hyundai,elantra gt,good,5,gas,automatic,4wd,hatchback,id,20k-50k
8000,2012,nissan,altima,good,5,gas,automatic,4wd,sedan,nc,150k-200k
18000,1956,ford,fairlane,fair,8,gas,automatic,rwd,sedan,tn,100k-150k
18000,2002,others,sable,excellent,6,gas,automatic,fwd,sedan,tx,100k-150k
45000,2018,chevrolet,colorado zr2,like new,4,diesel,automatic,4wd,truck,hi,0-20k
31000,2017,ford,super duty f-250,good,8,gas,automatic,4wd,truck,pa,100k-150k
10000,2006,lexus,gx470,good,8,gas,automatic,4wd,sedan,ga,200k-300k
29000,2015,chevrolet,silverado 1500 crew cab,good,8,gas,automatic,4wd,pickup,il,150k-200k
17000,2008,ford,super duty f-350 srw,good,8,gas,automatic,4wd,sedan,pa,100k-150k
35000,2016,toyota,tundra,good,8,gas,automatic,4wd,pickup,fl,20k-50k
18000,2005,chevrolet,corvette,good,8,gas,automatic,rwd,convertible,wi,100k-150k
18000,2017,volkswagen,jetta 1.4t s auto,good,4,gas,automatic,fwd,sedan,hi,20k-50k
18000,2015,ford,explorer sport 4x4 gas suv,good,5,gas,automatic,4wd,SUV,wa,50k-100k
4000,2005,cadillac,deville,excellent,8,gas,automatic,fwd,sedan,ar,100k-150k
5000,2009,bmw,528i,fair,6,gas,automatic,rwd,sedan,tn,100k-150k
8000,2010,dodge,journey,good,5,gas,automatic,fwd,SUV,mi,100k-150k
18000,2017,ford,fusion se sedan 4d,good,5,gas,other,fwd,sedan,tx,0-20k
14000,2013,chevrolet,malibu ls,like new,4,gas,automatic,fwd,sedan,in,20k-50k
4000,2006,ford,expedition eddie bauer,fair,8,gas,automatic,4wd,sedan,pa,200k-300k
18000,2021,others,outlander sport se,excellent,4,gas,automatic,4wd,SUV,mt,0-20k
18000,2016,ford,f-350,good,5,diesel,automatic,4wd,pickup,co,20k-50k
19000,2013,ford,expedition el,good,8,gas,automatic,rwd,SUV,fl,100k-150k
12000,1965,ford,thunderbird,good,0,gas,automatic,fwd,other,ca,500k+
35000,2018,ford,f150 super cab xl pickup 4d,good,6,gas,other,4wd,pickup,va,20k-50k
8000,2013,dodge,dart limited,excellent,4,gas,automatic,fwd,sedan,nj,50k-100k
7000,2009,honda,accord ex,excellent,6,gas,automatic,4wd,coupe,tn,100k-150k
38000,2020,bmw,3 series,good,5,gas,automatic,4wd,sedan,ok,20k-50k
15000,2016,nissan,rogue,excellent,4,gas,automatic,4wd,sedan,tn,50k-100k
14000,2011,honda,ridgeline,good,6,gas,automatic,4wd,pickup,id,150k-200k
6000,2008,honda,accord,excellent,4,gas,automatic,fwd,sedan,oh,100k-150k
8000,1997,ford,International,good,6,diesel,automatic,rwd,bus,ca,200k-300k
26000,2018,bmw,x2 sdrive28i sport utility,good,5,gas,other,fwd,other,tx,50k-100k
5000,2009,nissan,sentra,good,5,gas,automatic,4wd,sedan,la,100k-150k
19000,2018,chevrolet,trax lt sport utility,good,5,other,other,4wd,hatchback,nj,0-20k
6000,2012,others,5,good,5,gas,automatic,4wd,sedan,ca,50k-100k
17000,1985,jeep,grand wagoneer,good,8,gas,automatic,4wd,SUV,in,100k-150k
11000,1991,others,miata,excellent,4,gas,manual,rwd,convertible,il,20k-50k
21000,2016,nissan,murano,good,6,gas,automatic,fwd,SUV,fl,50k-100k
8000,1965,ford,galaxie 500 ltd,good,8,gas,automatic,4wd,sedan,sc,50k-100k
4000,2006,ford,explorer,good,6,gas,automatic,rwd,SUV,nm,150k-200k
39000,2020,bmw,3 series 330i xdrive sedan,good,5,gas,other,4wd,sedan,mo,0-20k
7000,2008,ford,scion xb,excellent,4,gas,automatic,fwd,wagon,or,150k-200k
18000,1997,others,850,good,5,gas,automatic,fwd,sedan,ca,200k-300k
5000,2007,honda,accord,good,4,gas,automatic,4wd,sedan,wa,200k-300k
18000,2014,nissan,pathfinder,good,5,gas,automatic,4wd,sedan,mn,50k-100k
18000,2018,toyota,camry xse,good,4,gas,automatic,fwd,sedan,nm,50k-100k
36000,2017,toyota,4runner sr5 premium sport,good,6,gas,other,4wd,other,oh,20k-50k
18000,2018,others,outlander sport es,good,5,gas,other,4wd,hatchback,tx,20k-50k
18000,2015,jeep,wrangler unlimited,good,6,gas,automatic,4wd,SUV,va,50k-100k
4000,2003,subaru,baja,good,4,gas,automatic,4wd,sedan,mo,200k-300k
7000,2013,chrysler,200 touring,excellent,5,gas,automatic,4wd,sedan,md,100k-150k
11000,2015,nissan,versa note,excellent,5,gas,automatic,fwd,sedan,ca,50k-100k
14000,2007,gmc,savana,excellent,5,gas,automatic,4wd,sedan,id,50k-100k
18000,2003,others,cooper,fair,4,gas,automatic,4wd,coupe,ny,100k-150k
31000,2018,bmw,540i,good,5,gas,automatic,4wd,sedan,ny,20k-50k
18000,2021,chrysler,pacifica hybrid,excellent,6,gas,other,4wd,van,ca,0-20k
19000,2018,ford,escape,good,5,gas,automatic,fwd,sedan,fl,20k-50k
36000,2015,chevrolet,silverado,good,5,gas,automatic,rwd,pickup,fl,50k-100k
35000,2013,ram,1500 laramie longhorn editi,good,8,gas,automatic,4wd,truck,or,50k-100k
3000,2008,honda,civic,good,4,gas,automatic,fwd,sedan,pa,200k-300k
7000,2006,toyota,sienna ce 7 passenger,good,5,gas,automatic,fwd,van,ca,150k-200k
50000,2019,ford,f 250 xlt fx4 crew cab,good,8,gas,automatic,4wd,sedan,fl,0-20k
10000,2014,hyundai,elantra coupe,good,4,gas,automatic,fwd,coupe,id,50k-100k
18000,2015,bmw,3-series,excellent,4,gas,automatic,rwd,sedan,nc,100k-150k
5000,2007,volkswagen,passat,excellent,4,gas,automatic,4wd,wagon,md,100k-150k
13000,2015,audi,a3,like new,4,gas,automatic,fwd,sedan,tn,100k-150k
15000,2011,mercedes-benz,m-class,good,5,gas,automatic,4wd,SUV,fl,50k-100k
3000,1994,bmw,318ic cabrio,fair,4,gas,manual,rwd,convertible,al,300k-400k
30000,2016,toyota,4runner sr5 sport utility,good,6,gas,other,4wd,SUV,pa,50k-100k
18000,2016,hyundai,veloster,good,5,gas,automatic,4wd,sedan,tx,500k+
7000,2013,ford,focus,good,5,gas,automatic,4wd,sedan,nj,50k-100k
17000,2007,jeep,wrangler x,excellent,5,gas,automatic,4wd,sedan,mi,50k-100k
13000,2007,others,g35x awd,excellent,6,gas,automatic,4wd,sedan,wv,20k-50k
44000,2020,toyota,4runner,good,5,gas,automatic,4wd,SUV,ca,20k-50k
17000,1978,chevrolet,camaro,like new,8,gas,automatic,rwd,coupe,md,20k-50k
28000,2017,jeep,grand cherokee,good,5,gas,automatic,4wd,SUV,mn,20k-50k
18000,2016,honda,cr-v,good,5,gas,other,fwd,sedan,az,50k-100k
18000,2005,ford,Hummer H2,like new,8,gas,automatic,4wd,sedan,wi,150k-200k
25000,2016,ford,f-150,good,8,gas,automatic,4wd,truck,co,100k-150k
45000,2019,ram,pickup 1500,good,8,gas,automatic,4wd,pickup,co,20k-50k
8000,2012,ford,fusion se,excellent,4,gas,automatic,fwd,sedan,ca,100k-150k
39000,2014,toyota,tundra,excellent,8,gas,automatic,4wd,truck,ks,50k-100k
18000,1955,ford,MG MGA,good,4,gas,manual,4wd,sedan,oh,0-20k
25000,2018,others,hardtop 2 door,good,4,gas,automatic,fwd,hatchback,tx,20k-50k
6000,2006,hyundai,sonata,good,6,gas,automatic,fwd,sedan,az,100k-150k
4000,2008,jeep,patriot sport,excellent,4,gas,other,4wd,SUV,mi,100k-150k
18000,1966,mercedes-benz,se cabriolet,good,6,gas,automatic,rwd,convertible,fl,0-20k
22000,2020,hyundai,ioniq hybrid blue,good,5,other,automatic,fwd,sedan,ca,0-20k
16000,2010,nissan,titan crew cab,good,8,other,automatic,4wd,pickup,ak,150k-200k
30000,2017,jeep,wrangler sport suv 2d,good,6,gas,other,4wd,other,al,20k-50k
8000,2006,subaru,outback sedan,good,6,gas,automatic,4wd,sedan,ny,100k-150k
